nitrogenio,fosforo,potassio,umidade,ph,plantio
7,28,35,46.78393776,4.66910839,Mango
0,36,26,51.25786185,5.101206389,Mango
26,35,31,53.05980465,5.339556562,Mango
27,21,30,52.48823147,5.061081874,Mango
22,38,31,53.06009323,5.821106036,Mango
22,18,31,47.93791463,5.956027059,Mango
28,23,28,50.0983181,5.676032581,Mango
7,31,27,47.59319575,6.524114355,Mango
29,34,26,54.39416048,6.273953676,Mango
8,37,33,54.9640534,6.128167757,Mango
39,16,27,52.94641947,4.934964765,Mango
40,24,25,50.44030129,5.445008416,Mango
19,38,26,48.77926304,4.525722333,Mango
21,21,30,51.41593238,5.403908328,Mango
22,18,33,52.48100602,6.621623545,Mango
31,20,30,54.01352682,6.207495815,Mango
18,26,31,47.74916499,5.418475257,Mango
24,130,195,81.54156612,6.112305667,Grapes
13,144,204,82.42614055,6.092241627,Grapes
22,123,205,83.88504863,5.896343436,Grapes
36,125,196,80.65968681,6.15526103,Grapes
24,131,196,83.74372787,5.732453638,Grapes
2,123,198,82.21079946,6.253034534,Grapes
35,140,197,82.75241875,6.106190557,Grapes
11,122,195,83.56812483,5.647202395,Grapes
6,123,203,81.62497448,6.130310493,Grapes
17,134,204,80.18393287,6.499604931,Grapes
25,130,197,82.68593454,5.554831977,Grapes
27,145,205,82.29335466,5.800242694,Grapes
9,122,201,80.91934392,5.570290539,Grapes
16,139,203,80.96093443,6.27564088,Grapes
32,141,204,82.89753705,5.536645599,Grapes
22,138,195,83.51444973,6.208196881,Grapes
31,144,202,80.55557235,5.870600622,Grapes
3,136,205,80.84806564,6.334771461,Grapes
28,122,197,82.73366439,5.856575335,Grapes
4,136,204,81.77713468,5.898944282,Grapes
39,145,201,80.58931938,5.775600435,Grapes
38,132,197,81.54185044,5.931101816,Grapes
36,133,198,83.98351748,6.2286454,Grapes
25,121,201,82.71775569,5.594240603,Grapes
15,125,199,80.55625868,5.569230319,Grapes
24,140,205,83.59398734,5.93202852,Grapes
13,132,203,82.48336987,6.423216506,Grapes
5,126,197,81.20876367,6.417500829,Grapes
30,120,200,82.24729637,6.234904253,Grapes
23,142,197,82.03812973,6.000573725,Grapes
26,135,203,81.16314317,5.685102769,Grapes
7,126,203,82.00335557,5.662140095,Grapes
32,139,198,82.66850729,6.358186848,Grapes
9,141,202,81.17931863,6.119495295,Grapes
20,142,196,80.01639435,6.207600783,Grapes
32,129,201,83.00471609,6.48754639,Grapes
3,134,199,81.32235739,5.81717753,Grapes
38,138,204,83.25447587,6.325480034,Grapes
14,131,198,83.86742974,5.562790949,Grapes
20,122,204,80.86325389,6.487369687,Grapes
40,126,201,80.03100049,6.116982944,Grapes
36,128,204,80.68700527,5.695792761,Grapes
11,132,197,81.23966573,5.734317007,Grapes
0,137,195,80.18612085,6.329499832,Grapes
19,123,200,81.03544763,6.167013532,Grapes
31,136,197,83.34010951,5.653776058,Grapes
4,134,200,80.95628959,5.840256272,Grapes
39,139,201,81.01783402,5.539980812,Grapes
8,127,196,83.17093908,5.833302165,Grapes
39,138,203,82.33098331,6.399433771,Grapes
32,120,204,83.44518113,6.138958698,Grapes
12,142,203,82.56407013,5.972850838,Grapes
8,133,195,80.97598029,6.456079585,Grapes
8,139,199,81.53996362,6.336426667,Grapes
21,134,202,80.02130636,6.425419926,Grapes
40,140,195,80.49979873,6.294395676,Grapes
39,127,202,81.67215994,6.477768039,Grapes
19,120,195,81.12109244,5.931538447,Grapes
21,139,201,83.36094029,5.980598579,Grapes
17,136,195,81.61051026,6.389783283,Grapes
33,139,203,82.51034633,5.693287415,Grapes
22,133,201,80.12211649,6.00299607,Grapes
32,130,196,81.24995984,6.372959542,Grapes
37,135,205,80.2827185,5.510924849,Grapes
15,140,195,83.54193816,5.69945282,Grapes
39,132,196,83.32560104,5.778594403,Grapes
40,121,199,81.03886263,6.315586313,Grapes
40,132,202,80.70695797,5.971813006,Grapes
29,142,203,83.71498986,5.891195653,Grapes
32,121,199,81.25353895,6.129812716,Grapes
6,140,205,82.92903419,6.313085601,Grapes
8,120,196,82.66396666,6.053662544,Grapes
34,133,202,80.09711412,5.804799142,Grapes
35,135,199,80.54942557,6.400719746,Grapes
16,145,199,80.76838926,5.953966361,Grapes
8,136,201,82.22118237,5.609255992,Grapes
25,129,195,81.17712085,5.777271492,Grapes
16,130,201,82.79092939,5.682395429,Grapes
39,129,203,83.18392806,5.863996687,Grapes
38,135,203,82.79782954,6.444373116,Grapes
33,120,205,82.26890793,5.550832178,Grapes
35,125,204,80.15215777,6.107741788,Grapes
1,132,200,82.94270065,5.620745638,Grapes
39,140,203,80.63399198,6.349875906,Grapes
28,145,202,82.9042841,6.484323189,Grapes
6,128,200,82.57813624,5.838748311,Grapes
6,139,199,81.6212135,6.29099842,Grapes
29,122,196,81.15595212,5.638328481,Grapes
37,144,197,80.8084305,6.415555956,Grapes
38,120,197,82.94703302,6.323722572,Grapes
38,141,198,80.28297993,5.757009965,Grapes
14,121,203,83.74765639,6.158689406,Grapes
6,125,204,82.93262435,5.733539807,Grapes
32,138,197,80.73112694,5.908724337,Grapes
11,124,204,80.06633966,6.361141107,Grapes
23,138,200,80.22631717,5.96537863,Grapes
40,143,201,82.72828653,6.476757723,Grapes
6,142,202,82.94573346,6.224542938,Grapes
37,124,195,83.4795292,6.209928251,Grapes
35,134,204,82.55138983,5.841138354,Grapes
119,25,51,80.92254421,6.283818329,Watermelon
119,19,55,83.44621709,6.818261383,Watermelon
105,30,50,81.77527562,6.37620108,Watermelon
114,8,50,88.30866319,6.581587932,Watermelon
93,22,52,81.32563243,6.932739726,Watermelon
80,26,55,88.989272,6.140099215,Watermelon
85,27,45,88.7285657,6.467095849,Watermelon
85,22,53,89.77076659,6.849471704,Watermelon
82,22,45,85.34866045,6.512196212,Watermelon
118,13,54,89.81574032,6.039584629,Watermelon
83,25,53,80.04678201,6.057697106,Watermelon
86,15,47,84.18406764,6.423898762,Watermelon
101,10,47,83.31883376,6.936997681,Watermelon
119,9,50,83.9195902,6.251286661,Watermelon
104,17,46,80.22972777,6.190015912,Watermelon
95,12,51,84.1726996,6.681606702,Watermelon
102,14,52,89.64815231,6.51075991,Watermelon
109,21,55,89.73524177,6.770278088,Watermelon
81,18,50,88.22874955,6.429788073,Watermelon
103,17,51,80.02621335,6.209888345,Watermelon
105,14,50,87.6883982,6.419052193,Watermelon
97,8,52,86.97190046,6.237861736,Watermelon
120,19,49,84.26830701,6.762471629,Watermelon
95,16,55,87.55055105,6.612847999,Watermelon
83,29,52,87.5931128,6.704688865,Watermelon
83,9,45,89.13163965,6.049609892,Watermelon
91,21,50,81.44030363,6.762030215,Watermelon
116,5,54,80.99313508,6.65398725,Watermelon
112,28,54,85.05318563,6.738030547,Watermelon
88,29,51,88.94568335,6.095689937,Watermelon
118,15,45,84.20576992,6.538006356,Watermelon
92,21,48,82.043255,6.377427122,Watermelon
106,14,45,84.16390229,6.417011754,Watermelon
99,5,47,84.84494575,6.649086972,Watermelon
98,8,51,86.52258079,6.25933595,Watermelon
108,22,46,86.7295205,6.121168559,Watermelon
119,7,55,84.6378378,6.031424482,Watermelon
117,27,48,82.39053979,6.835268184,Watermelon
109,10,53,87.8274604,6.551750306,Watermelon
80,16,46,81.40297428,6.940236218,Watermelon
100,18,52,80.38266489,6.87606733,Watermelon
91,7,53,89.28272716,6.457216535,Watermelon
86,6,53,83.47202566,6.921847888,Watermelon
107,5,52,89.98405233,6.881425746,Watermelon
103,16,49,81.64075303,6.915717008,Watermelon
101,20,48,82.75411437,6.206247494,Watermelon
85,25,47,87.64081095,6.29542477,Watermelon
84,7,51,87.65694462,6.399669044,Watermelon
102,28,54,80.27525115,6.862157042,Watermelon
98,25,52,83.15393658,6.224066378,Watermelon
97,25,50,80.90127035,6.093814669,Watermelon
90,16,45,80.61750795,6.291540278,Watermelon
95,12,46,81.01009354,6.32281728,Watermelon
82,23,49,87.21986949,6.873283991,Watermelon
82,25,51,87.47409052,6.074209622,Watermelon
110,28,46,88.04541346,6.49889585,Watermelon
118,21,51,86.33904774,6.678805092,Watermelon
120,20,45,88.6984228,6.114128685,Watermelon
91,7,52,83.46230461,6.405054243,Watermelon
81,6,55,85.87059083,6.110142735,Watermelon
101,13,54,82.91481799,6.828982708,Watermelon
101,17,55,87.1269128,6.451499764,Watermelon
111,6,53,88.59143088,6.313512999,Watermelon
107,10,49,89.00481725,6.755192025,Watermelon
115,11,46,89.39655519,6.623167177,Watermelon
84,25,52,81.2514818,6.12532356,Watermelon
120,7,47,83.03687902,6.653867608,Watermelon
91,12,46,85.49938185,6.343942518,Watermelon
89,22,52,86.10782926,6.217300786,Watermelon
113,19,46,81.12122989,6.286387658,Watermelon
97,22,50,86.14585891,6.7698938,Watermelon
117,30,50,87.20772913,6.744966312,Watermelon
90,14,52,89.20454622,6.391858432,Watermelon
104,23,47,86.70068316,6.770434148,Watermelon
81,16,45,86.25426228,6.727468157,Watermelon
88,5,47,86.67468041,6.662244646,Watermelon
92,7,45,81.14149505,6.944640222,Watermelon
81,18,50,80.91934337,6.507110986,Watermelon
111,5,55,84.42478917,6.520663422,Watermelon
108,23,51,83.85039964,6.106500787,Watermelon
113,30,50,83.9862443,6.277484043,Watermelon
83,10,53,85.00802358,6.195142279,Watermelon
101,11,51,84.24340241,6.792035575,Watermelon
114,21,55,87.9392312,6.472756256,Watermelon
99,6,45,86.5507939,6.000975617,Watermelon
92,20,55,87.5267616,6.587791262,Watermelon
92,7,48,86.63249555,6.956508826,Watermelon
91,24,55,83.09194521,6.259086583,Watermelon
110,21,54,87.82430156,6.747537642,Watermelon
112,25,51,85.5667282,6.932537231,Watermelon
89,25,54,85.56967628,6.353107393,Watermelon
100,10,53,84.60808277,6.211748957,Watermelon
83,22,54,81.96664832,6.277245254,Watermelon
95,14,50,84.31756844,6.560443519,Watermelon
119,30,49,80.45846265,6.903020221,Watermelon
97,12,47,89.63667876,6.765094964,Watermelon
110,7,45,84.69546874,6.189213927,Watermelon
96,18,50,84.30533791,6.904241707,Watermelon
83,23,55,83.89241484,6.463271076,Watermelon
120,24,47,89.4138489,6.260838965,Watermelon
115,17,55,94.11878202,6.776533055,Muskmelon
114,27,48,93.03555162,6.528404378,Muskmelon
101,25,52,94.22237826,6.750145572,Muskmelon
118,18,52,90.83130708,6.562832807,Muskmelon
95,26,45,94.55695552,6.117530021,Muskmelon
81,25,49,93.25103208,6.076459669,Muskmelon
117,24,53,92.21405224,6.293486295,Muskmelon
114,30,51,90.06998135,6.069171847,Muskmelon
113,6,52,90.35567642,6.740983646,Muskmelon
108,26,52,94.26765349,6.201797639,Muskmelon
81,30,48,92.09688432,6.041027474,Muskmelon
115,9,52,90.97685539,6.019372459,Muskmelon
83,7,45,90.73891887,6.704104127,Muskmelon
84,21,55,94.79453182,6.494251024,Muskmelon
109,26,45,90.38971208,6.224535449,Muskmelon
95,27,55,91.21322065,6.160414414,Muskmelon
119,5,55,94.30111601,6.168757984,Muskmelon
110,14,51,91.66737633,6.085444691,Muskmelon
82,18,48,94.16748386,6.159050816,Muskmelon
87,14,48,92.58862544,6.606033244,Muskmelon
85,9,53,92.86798698,6.447662945,Muskmelon
100,6,53,93.92217834,6.105909623,Muskmelon
107,12,46,93.61870344,6.559763394,Muskmelon
91,13,47,92.43510994,6.14410903,Muskmelon
102,25,50,92.91440379,6.099662369,Muskmelon
117,25,53,92.12543021,6.413927319,Muskmelon
85,21,52,90.10051615,6.075144116,Muskmelon
104,25,55,90.36881284,6.123802502,Muskmelon
102,24,54,90.93897939,6.698468621,Muskmelon
116,25,50,92.92367701,6.088885814,Muskmelon
100,17,48,94.29753295,6.367800632,Muskmelon
110,25,54,90.78413842,6.425930938,Muskmelon
104,25,51,93.88482153,6.469983276,Muskmelon
107,11,54,91.33617236,6.094016338,Muskmelon
98,26,52,90.69759008,6.150090899,Muskmelon
88,17,52,90.75284363,6.646962425,Muskmelon
87,25,46,90.02696201,6.379690748,Muskmelon
120,8,46,90.70937262,6.732834334,Muskmelon
95,13,46,93.76312893,6.126019932,Muskmelon
108,22,47,91.72742702,6.161123579,Muskmelon
82,13,52,94.86907886,6.442810053,Muskmelon
120,23,55,91.60666594,6.732049075,Muskmelon
110,22,47,91.82172592,6.243673725,Muskmelon
95,23,45,90.56698742,6.266208727,Muskmelon
106,10,49,92.00687531,6.350623739,Muskmelon
99,12,52,94.30759855,6.002927293,Muskmelon
106,20,51,90.97015715,6.342573112,Muskmelon
83,11,53,92.91778307,6.163921248,Muskmelon
117,19,55,91.78336933,6.121745389,Muskmelon
98,26,49,90.53330091,6.130160473,Muskmelon
113,20,48,94.87679041,6.440584681,Muskmelon
101,17,47,94.72981338,6.185053234,Muskmelon
98,7,45,92.51054946,6.157724816,Muskmelon
93,22,48,91.52291141,6.776987974,Muskmelon
95,21,47,93.56161439,6.431970877,Muskmelon
109,12,48,92.12534736,6.708743843,Muskmelon
118,12,47,92.17444796,6.010739645,Muskmelon
100,14,49,91.07574233,6.365956658,Muskmelon
89,9,47,90.77069618,6.668382766,Muskmelon
95,16,46,90.14362622,6.74669542,Muskmelon
95,7,45,90.80015308,6.031665834,Muskmelon
87,6,45,90.79007335,6.40077205,Muskmelon
93,20,50,93.22980899,6.448792689,Muskmelon
84,29,49,93.90741192,6.251420275,Muskmelon
111,5,47,91.47355778,6.274452811,Muskmelon
111,5,52,94.0371147,6.135996372,Muskmelon
111,15,54,92.91185695,6.194090172,Muskmelon
89,11,47,94.65343534,6.327822962,Muskmelon
110,15,48,92.86597437,6.212567211,Muskmelon
95,30,52,90.33698678,6.640470863,Muskmelon
115,12,52,94.96218673,6.685553129,Muskmelon
120,25,50,94.81637388,6.327210469,Muskmelon
102,11,45,93.12603235,6.35544263,Muskmelon
94,5,55,91.89216849,6.085682344,Muskmelon
84,18,46,93.42402083,6.781050373,Muskmelon
107,22,54,90.84660317,6.630301421,Muskmelon
80,18,52,91.14849627,6.484799661,Muskmelon
86,18,45,90.71832938,6.566759102,Muskmelon
113,28,48,92.48839665,6.170520518,Muskmelon
115,18,53,94.19790371,6.012480351,Muskmelon
82,20,54,90.01506395,6.541150335,Muskmelon
98,22,47,91.91533173,6.341400922,Muskmelon
117,25,54,92.50969311,6.150686364,Muskmelon
83,15,49,91.39356832,6.438008153,Muskmelon
120,16,51,91.64193051,6.547041903,Muskmelon
111,5,50,91.79742953,6.399891457,Muskmelon
85,21,47,90.60932469,6.186770318,Muskmelon
90,23,54,90.45773041,6.159020864,Muskmelon
99,29,55,91.46241065,6.660954816,Muskmelon
102,11,47,92.78226196,6.504906979,Muskmelon
80,18,51,91.81758779,6.706053225,Muskmelon
87,21,52,94.2911951,6.067665498,Muskmelon
114,8,52,94.5513539,6.419083092,Muskmelon
99,6,46,94.22253035,6.39637861,Muskmelon
89,25,50,91.34685096,6.375923383,Muskmelon
96,13,55,94.57459443,6.700337732,Muskmelon
82,26,47,93.46806467,6.565312653,Muskmelon
106,21,52,94.78993038,6.286515359,Muskmelon
90,15,52,91.3821731,6.448061578,Muskmelon
106,16,54,91.69532178,6.585872508,Muskmelon
24,128,196,90.69489172,5.521466996,Apple
7,144,197,94.34814995,6.133220586,Apple
14,128,205,94.58900601,6.226289556,Apple
8,120,201,91.13435689,6.321152192,Apple
20,129,201,91.69913296,5.587905967,Apple
32,137,204,93.12859895,5.824151693,Apple
27,139,205,93.40819246,5.772179946,Apple
0,123,205,92.96129462,5.790993052,Apple
22,144,196,91.68748063,6.499226821,Apple
1,124,199,93.27392415,5.658473817,Apple
30,122,197,92.72043743,5.573241391,Apple
29,121,196,94.32130209,6.079497202,Apple
13,126,204,92.79630809,6.383180271,Apple
9,139,199,94.54128292,5.867420996,Apple
0,133,200,90.4935574,5.708418722,Apple
30,143,199,90.59810302,5.7983508,Apple
36,140,198,91.47684705,6.28188384,Apple
37,137,199,90.18451645,5.697945522,Apple
33,121,203,94.76285385,5.605934087,Apple
7,144,195,93.58065995,5.85648105,Apple
35,128,205,93.56585985,6.041053829,Apple
29,128,198,92.70785115,5.685062404,Apple
2,143,196,90.45261746,5.669489065,Apple
34,140,198,93.44006288,5.751707342,Apple
29,144,204,92.48667725,5.800448951,Apple
32,141,203,92.84416234,5.821347769,Apple
13,144,197,94.89613443,6.28022267,Apple
25,143,198,91.51861705,6.027314401,Apple
9,137,200,90.6878768,5.636687393,Apple
6,144,198,90.31528693,5.559363609,Apple
37,126,196,90.97597665,5.596449493,Apple
2,120,203,94.71203306,5.893492999,Apple
11,143,197,93.3204487,5.875718516,Apple
10,141,201,90.97818277,6.386021424,Apple
24,142,202,91.48135786,5.710819862,Apple
23,138,195,91.70292746,5.795985716,Apple
18,125,204,94.47811755,6.046673619,Apple
13,121,196,93.50574163,6.443382913,Apple
26,122,202,94.73763514,5.617227184,Apple
28,123,202,92.12438519,6.442289294,Apple
26,121,201,90.02575116,6.162034371,Apple
21,137,196,91.70293849,5.812781806,Apple
21,135,198,94.92048112,5.765015126,Apple
5,144,205,92.62665309,6.184922574,Apple
2,123,205,90.78572467,5.739652177,Apple
15,133,199,91.61001707,5.824778636,Apple
31,130,198,92.73446667,5.554823557,Apple
25,143,200,92.80441624,6.024248787,Apple
16,143,204,91.53331177,5.631333387,Apple
19,122,202,90.37981478,5.811975094,Apple
10,125,196,90.03577124,5.730557448,Apple
20,139,202,92.21083961,5.66999105,Apple
28,123,198,91.45665004,5.682751473,Apple
28,136,200,92.39544055,6.245858905,Apple
2,131,199,91.22759742,6.017370134,Apple
2,140,197,92.82223419,5.53456749,Apple
27,138,201,93.90191078,5.952367662,Apple
30,127,204,92.45878335,6.126436584,Apple
32,145,203,90.84422164,6.406818518,Apple
29,139,205,93.74461474,6.155939453,Apple
26,126,195,92.99124545,5.878568981,Apple
40,136,202,94.5764581,5.935336308,Apple
6,124,200,93.84505029,5.971332179,Apple
35,138,200,90.80819418,5.67130617,Apple
17,136,196,90.49939035,5.882155988,Apple
33,134,205,94.33919546,6.08551916,Apple
16,143,197,93.51978375,5.90402645,Apple
27,120,200,90.74531921,6.110218826,Apple
29,145,205,92.12992101,6.212302608,Apple
3,141,197,91.12719303,6.142803397,Apple
15,123,204,92.54780429,6.365972688,Apple
5,136,195,91.92360477,6.264202804,Apple
10,136,204,92.15595143,6.276198595,Apple
7,141,195,93.45067555,5.514253142,Apple
2,129,201,94.36803516,5.682343744,Apple
29,138,197,92.43764169,5.830892252,Apple
30,137,200,90.70475565,5.603413172,Apple
29,132,204,90.22507299,6.0967531,Apple
14,139,197,92.83975602,6.056529526,Apple
18,125,203,91.59234006,6.160267496,Apple
33,143,204,91.95769858,5.814434775,Apple
40,144,196,92.25479855,5.987262638,Apple
9,143,197,92.88160462,5.570020684,Apple
38,135,203,93.661643,5.965551311,Apple
28,130,196,94.67695747,6.062356467,Apple
35,142,203,90.23730166,5.895319002,Apple
12,129,205,91.15761594,6.119432215,Apple
1,135,203,92.70124029,5.624203283,Apple
0,145,205,90.09877774,5.52078314,Apple
31,121,201,90.34396882,5.731535258,Apple
35,131,203,93.91722423,5.893490899,Apple
29,140,195,90.95257927,5.560521058,Apple
33,138,198,90.69033986,6.222390798,Apple
14,140,197,90.90054697,6.071255131,Apple
35,145,195,94.58075845,6.231950009,Apple
40,120,197,92.48879468,5.889480679,Apple
25,132,198,90.85174383,5.732757516,Apple
31,137,196,93.82567435,6.400321212,Apple
36,144,196,94.50528753,6.496934492,Apple
10,140,197,90.27185592,6.229498836,Apple
22,30,12,92.51077745,6.354006744,Orange
37,6,13,91.50819306,7.511755068,Orange
27,13,6,91.35608208,7.335158382,Orange
7,16,9,92.04304496,7.813916603,Orange
20,7,9,91.57802915,7.129136941,Orange
26,27,10,92.91487288,6.079998496,Orange
5,23,15,92.04670813,7.408939392,Orange
0,18,14,92.00719952,7.207991261,Orange
39,24,14,90.90343769,7.189259647,Orange
13,23,6,90.26408017,7.365338111,Orange
21,17,15,91.5473145,7.455991072,Orange
33,12,8,90.31153735,6.822282114,Orange
6,9,12,90.14362642,7.028746406,Orange
19,7,10,91.22062116,6.118430299,Orange
24,18,6,94.45239715,6.285312759,Orange
9,11,8,94.39000473,6.559236744,Orange
31,8,7,93.63812684,7.163245982,Orange
22,17,5,90.72351622,6.945562889,Orange
13,5,8,90.10522549,7.474710503,Orange
16,8,9,91.28408653,7.601189843,Orange
4,13,6,94.25966183,7.561143224,Orange
0,25,14,91.97978938,6.361671475,Orange
8,7,10,91.98317355,6.929216014,Orange
4,23,5,93.36348717,7.477935216,Orange
33,14,8,92.9641969,7.684420446,Orange
30,7,15,91.06053924,7.825531916,Orange
21,29,12,92.15987039,6.438668989,Orange
11,14,5,94.8933184,6.946354724,Orange
9,8,15,94.35734702,7.994465371,Orange
5,18,14,93.48447453,7.434118807,Orange
29,25,14,90.4582865,7.781988584,Orange
33,12,15,92.03272799,6.052318465,Orange
8,16,6,90.26457428,7.106650373,Orange
15,14,8,90.22399223,6.22094286,Orange
16,7,8,90.60901895,6.420457311,Orange
0,12,7,90.65458473,6.969249676,Orange
5,25,6,94.01331956,6.011302181,Orange
6,8,11,92.39651663,6.600948788,Orange
10,5,5,91.35349216,7.817846496,Orange
1,17,6,91.38411917,6.8198271,Orange
1,30,10,91.34663797,7.291405641,Orange
0,23,15,93.37488907,7.598729065,Orange
24,27,9,93.24688124,6.157135092,Orange
36,11,13,93.04897191,7.1917274,Orange
40,21,8,92.87820148,7.418761774,Orange
40,22,6,91.90997228,6.488221135,Orange
32,18,13,91.74780462,6.044167236,Orange
9,10,10,93.52211892,6.010391864,Orange
13,16,8,93.12316972,6.949838549,Orange
15,9,11,94.14861001,7.907956251,Orange
29,11,5,91.94670335,7.639788459,Orange
1,15,9,94.55239717,7.53350946,Orange
18,5,11,90.93756231,6.251586885,Orange
14,22,9,91.13772765,6.543191814,Orange
33,15,7,91.68293851,7.651225301,Orange
4,6,7,91.11764246,6.708889665,Orange
17,16,14,92.18151927,6.625538653,Orange
12,20,10,93.10527686,6.528354932,Orange
34,29,8,91.15248149,6.450640306,Orange
39,28,10,91.48247612,7.181907673,Orange
31,25,12,90.03969587,7.016482298,Orange
12,6,8,92.86773675,6.388617138,Orange
12,29,13,91.52781832,7.57125447,Orange
26,11,11,90.95589386,7.609348255,Orange
19,24,15,93.72485075,7.137136973,Orange
39,21,9,94.02769434,6.354022554,Orange
16,29,13,93.67804556,6.196907944,Orange
36,29,13,90.91510525,7.829507245,Orange
37,23,12,90.50621806,6.395258356,Orange
39,9,15,91.81183218,7.992041984,Orange
31,5,14,91.69865887,6.583411671,Orange
18,12,8,91.81668769,6.206053072,Orange
20,20,10,93.68394562,6.976997772,Orange
5,8,5,92.22706805,6.562594972,Orange
20,8,12,94.96419851,7.260416405,Orange
25,21,11,90.15406807,6.460044778,Orange
14,19,14,94.35815354,6.699164936,Orange
37,18,12,90.19147747,7.401121811,Orange
26,15,6,94.78797376,6.912033409,Orange
13,22,5,90.50096668,7.764040111,Orange
32,25,9,93.75652041,7.796034006,Orange
19,7,9,91.71369387,6.969883483,Orange
28,7,9,92.13229786,6.730757538,Orange
24,30,11,94.51768464,6.601395755,Orange
7,17,10,91.22320999,6.465913274,Orange
18,23,8,93.43949693,6.41354791,Orange
7,20,12,94.76759975,6.475275337,Orange
20,23,11,90.12220323,6.407715561,Orange
18,14,11,90.00621688,6.550814117,Orange
34,11,10,94.59551226,7.36220835,Orange
20,29,10,93.27189064,7.36549204,Orange
37,24,13,90.71037456,7.8546243,Orange
12,8,10,91.4448027,7.995848977,Orange
34,10,14,92.05811721,6.725600855,Orange
6,13,9,90.56151463,7.786725333,Orange
27,30,5,90.54608254,7.656978112,Orange
13,8,12,92.54736032,7.105904818,Orange
6,7,7,94.47316879,7.199106204,Orange
40,17,15,90.9492967,7.871063004,Orange
31,26,9,93.25638873,7.566165721,Orange
61,68,50,91.49725058,6.793245417,Papaya
58,46,45,90.79028064,6.576261427,Papaya
45,47,55,91.14220381,6.751452932,Papaya
39,65,53,92.11508608,6.560743093,Papaya
31,68,45,90.07600528,6.938313356,Papaya
70,68,45,92.85470152,6.991626158,Papaya
68,62,50,92.76437927,6.977700268,Papaya
34,65,47,93.71043692,6.833768535,Papaya
38,68,54,90.81781439,6.739170045,Papaya
69,64,47,94.50766912,6.993473247,Papaya
58,51,47,91.70445386,6.757470637,Papaya
59,47,53,91.4618874,6.850663232,Papaya
44,64,54,91.38048469,6.74274935,Papaya
56,57,48,93.0484859,6.506120752,Papaya
69,60,54,93.06134398,6.98992719,Papaya
56,58,49,94.60761797,6.69215564,Papaya
49,55,53,93.63739039,6.544029776,Papaya
38,51,52,90.78931681,6.927803911,Papaya
54,65,47,91.55594211,6.721835879,Papaya
57,57,51,91.48815629,6.99223441,Papaya
39,52,53,94.65904123,6.704204398,Papaya
58,67,45,91.72514851,6.702424548,Papaya
61,64,52,92.83405443,6.641098708,Papaya
34,62,55,90.72526502,6.585346229,Papaya
31,48,45,92.90951393,6.563134737,Papaya
47,46,52,91.40301608,6.502289473,Papaya
32,68,52,92.61715632,6.800321319,Papaya
36,59,46,93.61082872,6.721130543,Papaya
61,51,51,94.16193416,6.574677594,Papaya
70,54,46,91.12220596,6.919342407,Papaya
44,56,49,91.25589286,6.519779583,Papaya
34,68,51,94.17756725,6.687088098,Papaya
50,59,47,92.09278584,6.747975732,Papaya
39,70,52,90.79668055,6.65149129,Papaya
34,61,49,93.3210737,6.502675132,Papaya
44,60,55,90.55561637,6.825371185,Papaya
31,62,52,93.00754254,6.99104104,Papaya
65,62,51,90.87394933,6.511624841,Papaya
44,57,53,90.51431779,6.93172108,Papaya
50,47,48,90.61964344,6.712772333,Papaya
43,50,48,91.37059792,6.63016515,Papaya
60,46,53,92.98254537,6.761953186,Papaya
70,68,55,94.63548176,6.691202286,Papaya
59,62,52,93.10887229,6.608667684,Papaya
60,58,51,92.92203105,6.840802254,Papaya
42,60,47,92.12746225,6.834808348,Papaya
35,66,47,91.66232213,6.953439161,Papaya
34,65,48,90.03863107,6.665024508,Papaya
36,54,46,94.94482086,6.662875839,Papaya
39,64,52,94.63676767,6.678695788,Papaya
37,52,47,93.90305729,6.54277684,Papaya
33,47,46,93.96834049,6.839443833,Papaya
34,48,48,91.37258067,6.805277038,Papaya
49,54,50,93.18240298,6.762522087,Papaya
40,65,49,91.06138506,6.678449318,Papaya
68,52,49,92.27749066,6.577192175,Papaya
50,46,52,90.21646909,6.734005648,Papaya
65,63,50,91.3256535,6.524459342,Papaya
40,49,47,91.1756748,6.501521192,Papaya
42,53,48,94.31994776,6.758479569,Papaya
49,55,51,93.90560147,6.676578778,Papaya
59,62,49,93.35191636,6.941496806,Papaya
63,58,47,90.75379971,6.864143752,Papaya
70,65,52,93.12659793,6.583528529,Papaya
63,50,52,93.22642604,6.751747609,Papaya
40,64,47,93.47888842,6.893509446,Papaya
63,58,50,94.6428898,6.720744449,Papaya
45,58,49,90.34546355,6.827812549,Papaya
66,69,47,93.61055571,6.912299695,Papaya
54,67,52,93.30641944,6.586107335,Papaya
69,67,52,94.43877142,6.827305908,Papaya
67,68,49,92.38282957,6.821774589,Papaya
45,57,47,90.78821158,6.656458831,Papaya
56,50,52,92.25197542,6.770384816,Papaya
70,50,53,90.44967809,6.933809743,Papaya
44,47,45,94.73613484,6.579441304,Papaya
50,60,47,92.74889453,6.92791761,Papaya
52,51,53,93.10378595,6.985804083,Papaya
35,68,45,90.09448142,6.612429546,Papaya
68,69,52,92.74501561,6.813383387,Papaya
32,55,52,91.99740365,6.9677596,Papaya
32,55,51,93.15642801,6.57398033,Papaya
48,62,47,93.02871078,6.803094965,Papaya
39,69,53,93.02357765,6.964955435,Papaya
49,61,45,94.57377401,6.764213299,Papaya
48,57,54,90.20396783,6.617703178,Papaya
69,66,49,90.17015833,6.52711001,Papaya
